D,Time,Project,Task,Day,Hours
,,,,,
3,9-5,VACATION,Day off,MON,8.0
,,,,,
4,9-10,ADMIN,Email cleanup,TUE,1.0
4,10-11,ME0,Meeting,TUE,1.0
4,11-12,ADMIN,EDF Chat,TUE,1.0
4,12-4:30,L0MDT,Timing; Felix TX,TUE,4.0
,,,,,
5,12-4,L0MDT,Firmware,WED,4.0
,,,,,
6,10:30-12:30,L0MDT,Firmware,THU,1.5
6,12:30-1:30,L0MDT,PDR,THU,1.0
6,1:30-3:00,ADMIN,Furniture,THU,1.5
6,3-5,L0MDT,Firmware,THU,2.0
,,,,,
7,9:30-11,L0MDT,Firmware,FRI,1.5
7,1-5,L0MDT,Firmware; PDR,FRI,3.0
,,,,,
,,,,,
10,9:30-10,L0MDT,Firmware,MON,0.5
10,10-11,L0MDT,PDR,MON,1.0
10,11-12,ETL,Meeting,MON,1.0
10,12-1,CSC,Email Sicheng,MON,1.0
10,1-3:30,L0MDT,PDR,MON,2.5
10,3:30-4:30,ME0,Chloe,MON,1.0
,,,,,
11,10-10:30,L0MDT,Hog Meeting,TUE,0.5
11,10:30-11:30,ME0,Firmware meeting,TUE,0.5
11,11:30-12,--,Walk to work,TUE,0.5
11,12-2,L0MDT,Firmware,TUE,2.0
11,2-3,APOLLO,IPMC Updates,TUE,0.5
11,3-5,L0MDT,PDR,TUE,2.0
,,,,,
12,9-10,L0MDT,Firmware,WED,1.0
12,10-11,L0MDT,Meeting,WED,1.0
12,11-12,L0MDT,PDR,WED,1.0
12,12-1,--,Lunch with Eric,WED,1.0
12,1-4,L0MDT,Firmware; PDR,WED,3.0
12,4-4:30,CSC,Email Jaebak,WED,0.5
,,,,,
13,9-10,L0MDT,DAQ Integration,THU,3.0
13,10-12,L0MDT,PDR,THU,2.0
13,12-4,L0MDT,DAQ Integration,THU,4.0
13,4-5,ME0,Meeting,THU,1.0
,,,,,
14,9-10,L0MDT,DAQ Integration,FRI,1.0
14,10-10:30,GE11,Hog upgrade,FRI,1.0
14,10:30-11:30,GE21,Hog upgrade,FRI,1.0
14,11:30-1,--,EDF Lunch,FRI,1.5
14,1-2,L0MDT,DAQ Integration,FRI,1.0
14,2-5,L0MDT,Hog documentation,FRI,3.0
,,,,,

